localDate,instrument,barValue,barType,daysLoaded,LookbackSetting,LookbackSources,SwingStrength,VolOffSetCheck,VolOffsetRatio
2020061921,NQ 06-20,60,60 Minute,180,7142128,daysAgo,5,True,1.5
CurrentBar,Time,Open,High,Low,Close,TrendPlot,BarsToNextSignal,BarsFromPreviousSignal,SignalPattern,BuySignalStopLine,SellSignalStopLine,DotPrice,OpenPrice
31,12/24/2019 12:00:00 AM,8717,8719.25,8715.25,8719,8713.55303806464,0,0,0,0,0,0,0
32,12/24/2019 1:00:00 AM,8718.75,8718.75,8714.5,8717,8713.64307049333,0,0,0,0,0,0,0
33,12/24/2019 2:00:00 AM,8717,8722.5,8716.75,8720.75,8713.69855693145,0,0,0,0,0,0,0
34,12/24/2019 3:00:00 AM,8720.75,8722.75,8719.5,8721.75,8713.81510970945,0,0,0,0,0,0,0
35,12/24/2019 4:00:00 AM,8721.75,8725,8720.75,8723.75,8713.94626492086,0,0,0,0,0,0,0
36,12/24/2019 5:00:00 AM,8723.75,8726.5,8720.25,8721.75,8714.10831012878,0,0,0,0,0,0,0
37,12/24/2019 6:00:00 AM,8721.75,8724,8719.75,8722.75,8714.23461905227,0,0,0,0,0,0,0
38,12/24/2019 7:00:00 AM,8722.75,8725.25,8697.5,8706.75,8714.37536915058,0,0,0,0,0,0,0
39,12/24/2019 8:00:00 AM,8706.5,8714.75,8706.5,8711.25,8714.24932999107,0,0,0,0,0,0,0
40,12/24/2019 9:00:00 AM,8711.25,8718.25,8710.75,8714.5,8714.19975428874,0,0,0,0,0,0,0
41,12/24/2019 10:00:00 AM,8714.5,8717.75,8710.75,8716,8714.20471702777,0,0,0,0,0,0,0
42,12/24/2019 10:15:00 AM,8715.75,8721.75,8715.25,8720.25,8714.23439112648,0,0,0,0,0,0,0
43,12/25/2019 4:00:00 PM,8720.75,8723.5,8719.5,8721,8714.33382267811,0,0,0,0,0,0,0
44,12/25/2019 5:00:00 PM,8720.75,8730.25,8719.75,8728.25,8714.44400742723,0,0,0,0,0,0,0
45,12/25/2019 6:00:00 PM,8728,8729.25,8726.25,8726.75,8714.67220565157,0,0,0,0,0,0,0
46,12/25/2019 7:00:00 PM,8726.75,8729.75,8726.25,8728.75,8714.87183861601,0,0,0,0,0,0,0
47,12/25/2019 8:00:00 PM,8728.75,8729,8724,8727.5,8715.10122971327,0,0,0,0,0,0,0
48,12/25/2019 9:00:00 PM,8727.75,8727.75,8725.5,8726.75,8715.30616806512,0,0,0,0,0,0,0
